Latitude,Longitude,ndvi,ndwi,hsi,data,colecao,MHTEMPMAX(media-harmonica-temperatura-maxima(C)),MHTEMPMIN(media-harmonica-temperatura-minima(C)),SUMCHUVA(soma-chuva(mm)),MHEVAPOTRANSPIRACAO(media-harmonica-soma-evapotranspiracao(mm))
-8.50350,-35.23500,0.0862193331122398,-0.104040361940861,0.190259695053101,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.13460,-29.73000,0.285688161849976,-0.370818704366684,0.656506896018982,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-6.87150,-27.03000,0.253909558057785,-0.30804169178009,0.561951279640198,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.76820,-31.52700,0.0053635281510651,-0.0018575029680505,0.0072210310027003,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.15760,-23.40600,0.287555009126663,-0.375164061784744,0.662719070911407,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.46760,-29.11500,0.007355838548392,-0.0003942181356251,0.0077500566840171,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.44480,-24.58800,0.271169304847717,-0.34978786110878,0.620957136154175,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.10270,-31.44000,0.246009215712547,-0.335240691900253,0.581249892711639,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.08570,-23.37000,0.18182484805584,-0.200052857398987,0.381877720355988,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.56390,-27.19200,0.268847525119781,-0.34370630979538,0.612553834915161,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.30490,-23.50800,0.267403036355972,-0.340191602706909,0.607594609260559,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.91490,-41.07900,0.259830802679062,-0.327533006668091,0.587363839149475,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.85880,-36.88200,-0.095361739397049,0.0694124102592468,-0.164774149656296,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.26360,-25.94400,0.286167800426483,-0.367661833763123,0.653829634189606,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.97190,-23.21400,0.249769642949104,-0.309008657932281,0.558778285980225,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.40780,-37.86600,0.267889380455017,-0.344946980476379,0.612836360931396,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.15140,-26.83500,0.0913400426506996,-0.0843092575669289,0.175649300217628,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.38350,-25.86000,0.285672336816788,-0.371265381574631,0.656937718391418,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-8.01210,-38.49900,0.150861710309982,-0.170794680714607,0.321656405925751,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-6.96540,-37.87200,0.0988444983959198,-0.0990352407097816,0.197879731655121,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.52130,-21.58200,0.285365462303162,-0.368665784597397,0.654031276702881,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.33980,-23.22000,0.2776939868927,-0.356341868638992,0.63403582572937,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
-7.24260,-31.80300,0.289895266294479,-0.376444399356842,0.666339635848999,2014/08/23,LC08_L2SP_231062_20140823_20200911_02_T1,,,,
